arquivo_zip,nome_arquivo,regiao,ip_sensor,tamanho_compactado,tamanho_original
e3/af-south-1a-13.244.104.42-20231219-2011.pcap.gz,af-south-1a-13.244.104.42-20231219-2011.pcap.gz,af-south-1,13.244.104.42,591203,591175
e3/af-south-1a-13.244.104.42-20231220-2011.pcap.gz,af-south-1a-13.244.104.42-20231220-2011.pcap.gz,af-south-1,13.244.104.42,673834,673806
e3/af-south-1a-13.244.104.42-20231221-2011.pcap.gz,af-south-1a-13.244.104.42-20231221-2011.pcap.gz,af-south-1,13.244.104.42,642488,642460
e3/af-south-1a-13.244.104.42-20231222-2011.pcap.gz,af-south-1a-13.244.104.42-20231222-2011.pcap.gz,af-south-1,13.244.104.42,680477,680449
e3/af-south-1a-13.244.104.42-20231223-2011.pcap.gz,af-south-1a-13.244.104.42-20231223-2011.pcap.gz,af-south-1,13.244.104.42,619222,619194
e3/af-south-1a-13.244.104.42-20231224-2011.pcap.gz,af-south-1a-13.244.104.42-20231224-2011.pcap.gz,af-south-1,13.244.104.42,640049,640021
e3/af-south-1a-13.244.104.42-20231225-2011.pcap.gz,af-south-1a-13.244.104.42-20231225-2011.pcap.gz,af-south-1,13.244.104.42,705240,705212
e3/af-south-1a-13.244.104.42-20231226-2011.pcap.gz,af-south-1a-13.244.104.42-20231226-2011.pcap.gz,af-south-1,13.244.104.42,618698,618670
e3/af-south-1a-13.244.104.42-20231227-2011.pcap.gz,af-south-1a-13.244.104.42-20231227-2011.pcap.gz,af-south-1,13.244.104.42,664736,664708
e3/af-south-1a-13.244.104.42-20231228-2011.pcap.gz,af-south-1a-13.244.104.42-20231228-2011.pcap.gz,af-south-1,13.244.104.42,638896,638868
e3/af-south-1a-13.244.104.42-20231229-2011.pcap.gz,af-south-1a-13.244.104.42-20231229-2011.pcap.gz,af-south-1,13.244.104.42,608258,608230
e3/af-south-1a-13.244.104.42-20231230-2012.pcap.gz,af-south-1a-13.244.104.42-20231230-2012.pcap.gz,af-south-1,13.244.104.42,677981,677953
e3/af-south-1a-13.244.104.42-20231231-2012.pcap.gz,af-south-1a-13.244.104.42-20231231-2012.pcap.gz,af-south-1,13.244.104.42,639952,639924
e3/af-south-1a-13.244.104.42-20240101-2012.pcap.gz,af-south-1a-13.244.104.42-20240101-2012.pcap.gz,af-south-1,13.244.104.42,663867,663839
e3/af-south-1a-13.244.104.42-20240102-2012.pcap.gz,af-south-1a-13.244.104.42-20240102-2012.pcap.gz,af-south-1,13.244.104.42,623177,623149
e3/af-south-1a-13.244.104.42-20240103-2012.pcap.gz,af-south-1a-13.244.104.42-20240103-2012.pcap.gz,af-south-1,13.244.104.42,647331,647303
e3/af-south-1a-13.244.104.42-20240104-2012.pcap.gz,af-south-1a-13.244.104.42-20240104-2012.pcap.gz,af-south-1,13.244.104.42,642070,642042
e3/af-south-1a-13.244.104.42-20240105-2012.pcap.gz,af-south-1a-13.244.104.42-20240105-2012.pcap.gz,af-south-1,13.244.104.42,717801,717773
e3/af-south-1a-13.244.104.42-20240106-2012.pcap.gz,af-south-1a-13.244.104.42-20240106-2012.pcap.gz,af-south-1,13.244.104.42,685500,685472
e3/af-south-1a-13.244.104.42-20240107-2012.pcap.gz,af-south-1a-13.244.104.42-20240107-2012.pcap.gz,af-south-1,13.244.104.42,658095,658067
e3/af-south-1a-13.244.104.42-20240108-2012.pcap.gz,af-south-1a-13.244.104.42-20240108-2012.pcap.gz,af-south-1,13.244.104.42,621035,621007
e3/af-south-1a-13.244.104.42-20240109-2012.pcap.gz,af-south-1a-13.244.104.42-20240109-2012.pcap.gz,af-south-1,13.244.104.42,622241,622213
e3/af-south-1a-13.244.104.42-20240110-2012.pcap.gz,af-south-1a-13.244.104.42-20240110-2012.pcap.gz,af-south-1,13.244.104.42,662478,662450
e3/af-south-1a-13.244.104.42-20240111-2012.pcap.gz,af-south-1a-13.244.104.42-20240111-2012.pcap.gz,af-south-1,13.244.104.42,687958,687930
e3/af-south-1a-13.244.104.42-20240112-2012.pcap.gz,af-south-1a-13.244.104.42-20240112-2012.pcap.gz,af-south-1,13.244.104.42,755635,755607
e3/af-south-1a-13.244.104.42-20240113-2012.pcap.gz,af-south-1a-13.244.104.42-20240113-2012.pcap.gz,af-south-1,13.244.104.42,646048,646020
e3/af-south-1a-13.244.104.42-20240114-2013.pcap.gz,af-south-1a-13.244.104.42-20240114-2013.pcap.gz,af-south-1,13.244.104.42,515062,515034
e3/af-south-1a-13.244.104.42-20240115-2013.pcap.gz,af-south-1a-13.244.104.42-20240115-2013.pcap.gz,af-south-1,13.244.104.42,550423,550395
e3/af-south-1a-13.244.104.42-20240116-2013.pcap.gz,af-south-1a-13.244.104.42-20240116-2013.pcap.gz,af-south-1,13.244.104.42,600870,600842
e3/af-south-1a-13.244.104.42-20240117-2013.pcap.gz,af-south-1a-13.244.104.42-20240117-2013.pcap.gz,af-south-1,13.244.104.42,647662,647634
e3/af-south-1a-13.244.104.42-20240118-2013.pcap.gz,af-south-1a-13.244.104.42-20240118-2013.pcap.gz,af-south-1,13.244.104.42,645649,645621
e3/af-south-1a-13.244.104.42-20240119-2013.pcap.gz,af-south-1a-13.244.104.42-20240119-2013.pcap.gz,af-south-1,13.244.104.42,581904,581876
e3/af-south-1a-13.244.104.42-20240120-2013.pcap.gz,af-south-1a-13.244.104.42-20240120-2013.pcap.gz,af-south-1,13.244.104.42,617881,617853
e3/af-south-1a-13.244.104.42-20240121-2013.pcap.gz,af-south-1a-13.244.104.42-20240121-2013.pcap.gz,af-south-1,13.244.104.42,617044,617016
e3/af-south-1a-13.244.104.42-20240122-2013.pcap.gz,af-south-1a-13.244.104.42-20240122-2013.pcap.gz,af-south-1,13.244.104.42,603501,603473
e3/af-south-1a-13.244.104.42-20240123-2013.pcap.gz,af-south-1a-13.244.104.42-20240123-2013.pcap.gz,af-south-1,13.244.104.42,565589,565561
e3/af-south-1a-13.244.104.42-20240124-2013.pcap.gz,af-south-1a-13.244.104.42-20240124-2013.pcap.gz,af-south-1,13.244.104.42,603955,603927
e3/af-south-1a-13.244.104.42-20240125-2013.pcap.gz,af-south-1a-13.244.104.42-20240125-2013.pcap.gz,af-south-1,13.244.104.42,625215,625187
e3/af-south-1a-13.244.104.42-20240126-2013.pcap.gz,af-south-1a-13.244.104.42-20240126-2013.pcap.gz,af-south-1,13.244.104.42,607145,607117
e3/af-south-1a-13.244.104.42-20240127-2014.pcap.gz,af-south-1a-13.244.104.42-20240127-2014.pcap.gz,af-south-1,13.244.104.42,617300,617272
e3/af-south-1a-13.244.104.42-20240128-2014.pcap.gz,af-south-1a-13.244.104.42-20240128-2014.pcap.gz,af-south-1,13.244.104.42,631784,631756
e3/af-south-1a-13.244.104.42-20240129-2014.pcap.gz,af-south-1a-13.244.104.42-20240129-2014.pcap.gz,af-south-1,13.244.104.42,593347,593319
e3/af-south-1a-13.244.104.42-20240130-2014.pcap.gz,af-south-1a-13.244.104.42-20240130-2014.pcap.gz,af-south-1,13.244.104.42,4191601,4191573
e3/af-south-1a-13.244.104.42-20240131-2014.pcap.gz,af-south-1a-13.244.104.42-20240131-2014.pcap.gz,af-south-1,13.244.104.42,619009,618981
e3/af-south-1a-13.244.104.42-20240201-2014.pcap.gz,af-south-1a-13.244.104.42-20240201-2014.pcap.gz,af-south-1,13.244.104.42,638349,638321
e3/af-south-1a-13.244.104.42-20240202-2014.pcap.gz,af-south-1a-13.244.104.42-20240202-2014.pcap.gz,af-south-1,13.244.104.42,634425,634397
e3/af-south-1a-13.244.104.42-20240203-2014.pcap.gz,af-south-1a-13.244.104.42-20240203-2014.pcap.gz,af-south-1,13.244.104.42,653156,653128
e3/af-south-1a-13.244.104.42-20240204-2014.pcap.gz,af-south-1a-13.244.104.42-20240204-2014.pcap.gz,af-south-1,13.244.104.42,609271,609243
e3/af-south-1a-13.244.104.42-20240205-2014.pcap.gz,af-south-1a-13.244.104.42-20240205-2014.pcap.gz,af-south-1,13.244.104.42,572042,572014
e3/af-south-1a-13.244.104.42-20240206-2014.pcap.gz,af-south-1a-13.244.104.42-20240206-2014.pcap.gz,af-south-1,13.244.104.42,582588,582560
e3/af-south-1a-13.244.104.42-20240207-2014.pcap.gz,af-south-1a-13.244.104.42-20240207-2014.pcap.gz,af-south-1,13.244.104.42,597772,597744
e3/af-south-1a-13.244.104.42-20240208-2014.pcap.gz,af-south-1a-13.244.104.42-20240208-2014.pcap.gz,af-south-1,13.244.104.42,596716,596688
e3/af-south-1a-13.244.104.42-20240209-2014.pcap.gz,af-south-1a-13.244.104.42-20240209-2014.pcap.gz,af-south-1,13.244.104.42,611348,611320
e3/af-south-1a-13.244.104.42-20240210-2014.pcap.gz,af-south-1a-13.244.104.42-20240210-2014.pcap.gz,af-south-1,13.244.104.42,577324,577296
e3/af-south-1a-13.244.104.42-20240211-2014.pcap.gz,af-south-1a-13.244.104.42-20240211-2014.pcap.gz,af-south-1,13.244.104.42,628471,628443
e3/af-south-1a-13.244.104.42-20240212-2014.pcap.gz,af-south-1a-13.244.104.42-20240212-2014.pcap.gz,af-south-1,13.244.104.42,625348,625320
e3/af-south-1a-13.244.104.42-20240213-2015.pcap.gz,af-south-1a-13.244.104.42-20240213-2015.pcap.gz,af-south-1,13.244.104.42,576254,576226
e3/af-south-1a-13.244.104.42-20240214-2015.pcap.gz,af-south-1a-13.244.104.42-20240214-2015.pcap.gz,af-south-1,13.244.104.42,613225,613197
e3/af-south-1a-13.244.104.42-20240215-2015.pcap.gz,af-south-1a-13.244.104.42-20240215-2015.pcap.gz,af-south-1,13.244.104.42,609771,609743
e3/af-south-1a-13.244.104.42-20240216-2015.pcap.gz,af-south-1a-13.244.104.42-20240216-2015.pcap.gz,af-south-1,13.244.104.42,614939,614911
e3/af-south-1a-13.244.104.42-20240217-2015.pcap.gz,af-south-1a-13.244.104.42-20240217-2015.pcap.gz,af-south-1,13.244.104.42,595031,595003
e3/af-south-1a-13.244.104.42-20240218-2015.pcap.gz,af-south-1a-13.244.104.42-20240218-2015.pcap.gz,af-south-1,13.244.104.42,563241,563213
e3/af-south-1a-13.244.104.42-20240219-2015.pcap.gz,af-south-1a-13.244.104.42-20240219-2015.pcap.gz,af-south-1,13.244.104.42,527864,527836
e3/af-south-1a-13.244.104.42-20240220-2015.pcap.gz,af-south-1a-13.244.104.42-20240220-2015.pcap.gz,af-south-1,13.244.104.42,570227,570199
e3/af-south-1a-13.244.104.42-20240221-2015.pcap.gz,af-south-1a-13.244.104.42-20240221-2015.pcap.gz,af-south-1,13.244.104.42,551246,551218
e3/af-south-1a-13.244.104.42-20240222-2015.pcap.gz,af-south-1a-13.244.104.42-20240222-2015.pcap.gz,af-south-1,13.244.104.42,546652,546624
e3/af-south-1a-13.244.104.42-20240223-2015.pcap.gz,af-south-1a-13.244.104.42-20240223-2015.pcap.gz,af-south-1,13.244.104.42,521624,521596
e3/af-south-1a-13.244.104.42-20240224-2015.pcap.gz,af-south-1a-13.244.104.42-20240224-2015.pcap.gz,af-south-1,13.244.104.42,507984,507956
e3/af-south-1a-13.244.104.42-20240225-2015.pcap.gz,af-south-1a-13.244.104.42-20240225-2015.pcap.gz,af-south-1,13.244.104.42,510217,510189
e3/af-south-1a-13.244.104.42-20240226-2015.pcap.gz,af-south-1a-13.244.104.42-20240226-2015.pcap.gz,af-south-1,13.244.104.42,585157,585129
e3/af-south-1a-13.244.104.42-20240227-2015.pcap.gz,af-south-1a-13.244.104.42-20240227-2015.pcap.gz,af-south-1,13.244.104.42,561408,561380
e3/af-south-1a-13.244.104.42-20240228-2015.pcap.gz,af-south-1a-13.244.104.42-20240228-2015.pcap.gz,af-south-1,13.244.104.42,593927,593899
e3/af-south-1a-13.244.104.42-20240229-2015.pcap.gz,af-south-1a-13.244.104.42-20240229-2015.pcap.gz,af-south-1,13.244.104.42,537035,537007
e3/af-south-1a-13.244.104.42-20240301-2016.pcap.gz,af-south-1a-13.244.104.42-20240301-2016.pcap.gz,af-south-1,13.244.104.42,542460,542432
e3/af-south-1a-13.244.104.42-20240302-2016.pcap.gz,af-south-1a-13.244.104.42-20240302-2016.pcap.gz,af-south-1,13.244.104.42,542092,542064
e3/af-south-1a-13.244.120.123-20231217-2356.pcap.gz,af-south-1a-13.244.120.123-20231217-2356.pcap.gz,af-south-1,13.244.120.123,573464,573436
e3/af-south-1a-13.245.164.211-20240110-1811.pcap.gz,af-south-1a-13.245.164.211-20240110-1811.pcap.gz,af-south-1,13.245.164.211,807858,807830
e3/af-south-1a-13.245.164.211-20240111-1811.pcap.gz,af-south-1a-13.245.164.211-20240111-1811.pcap.gz,af-south-1,13.245.164.211,668507,668479
e3/af-south-1a-13.245.164.211-20240112-1811.pcap.gz,af-south-1a-13.245.164.211-20240112-1811.pcap.gz,af-south-1,13.245.164.211,747256,747228
e3/af-south-1a-13.245.164.211-20240113-1811.pcap.gz,af-south-1a-13.245.164.211-20240113-1811.pcap.gz,af-south-1,13.245.164.211,623233,623205
e3/af-south-1a-13.245.164.211-20240114-1811.pcap.gz,af-south-1a-13.245.164.211-20240114-1811.pcap.gz,af-south-1,13.245.164.211,523086,523058
e3/af-south-1a-13.245.164.211-20240115-1812.pcap.gz,af-south-1a-13.245.164.211-20240115-1812.pcap.gz,af-south-1,13.245.164.211,553881,553853
e3/af-south-1a-13.245.164.211-20240116-1812.pcap.gz,af-south-1a-13.245.164.211-20240116-1812.pcap.gz,af-south-1,13.245.164.211,644347,644319
e3/af-south-1a-13.245.164.211-20240117-1812.pcap.gz,af-south-1a-13.245.164.211-20240117-1812.pcap.gz,af-south-1,13.245.164.211,676207,676179
e3/af-south-1a-13.245.164.211-20240118-1812.pcap.gz,af-south-1a-13.245.164.211-20240118-1812.pcap.gz,af-south-1,13.245.164.211,685074,685046
e3/af-south-1a-13.245.164.211-20240119-1812.pcap.gz,af-south-1a-13.245.164.211-20240119-1812.pcap.gz,af-south-1,13.245.164.211,624676,624648
e3/af-south-1a-13.245.164.211-20240120-1812.pcap.gz,af-south-1a-13.245.164.211-20240120-1812.pcap.gz,af-south-1,13.245.164.211,645263,645235
e3/af-south-1a-13.245.164.211-20240121-1812.pcap.gz,af-south-1a-13.245.164.211-20240121-1812.pcap.gz,af-south-1,13.245.164.211,640373,640345
e3/af-south-1a-13.245.164.211-20240122-1812.pcap.gz,af-south-1a-13.245.164.211-20240122-1812.pcap.gz,af-south-1,13.245.164.211,638884,638856
e3/af-south-1a-13.245.164.211-20240123-1812.pcap.gz,af-south-1a-13.245.164.211-20240123-1812.pcap.gz,af-south-1,13.245.164.211,597698,597670
e3/af-south-1a-13.245.164.211-20240124-1812.pcap.gz,af-south-1a-13.245.164.211-20240124-1812.pcap.gz,af-south-1,13.245.164.211,656352,656324
e3/af-south-1a-13.245.164.211-20240125-1812.pcap.gz,af-south-1a-13.245.164.211-20240125-1812.pcap.gz,af-south-1,13.245.164.211,636915,636887
e3/af-south-1a-13.245.164.211-20240126-1812.pcap.gz,af-south-1a-13.245.164.211-20240126-1812.pcap.gz,af-south-1,13.245.164.211,648780,648752
e3/af-south-1a-13.245.164.211-20240127-1812.pcap.gz,af-south-1a-13.245.164.211-20240127-1812.pcap.gz,af-south-1,13.245.164.211,636011,635983
e3/af-south-1a-13.245.164.211-20240128-1812.pcap.gz,af-south-1a-13.245.164.211-20240128-1812.pcap.gz,af-south-1,13.245.164.211,630854,630826
e3/af-south-1a-13.245.164.211-20240129-1812.pcap.gz,af-south-1a-13.245.164.211-20240129-1812.pcap.gz,af-south-1,13.245.164.211,540264,540236
e3/af-south-1a-13.245.164.211-20240130-1812.pcap.gz,af-south-1a-13.245.164.211-20240130-1812.pcap.gz,af-south-1,13.245.164.211,499887,499859
e3/af-south-1a-13.245.164.211-20240131-1812.pcap.gz,af-south-1a-13.245.164.211-20240131-1812.pcap.gz,af-south-1,13.245.164.211,4170586,4170558
e3/af-south-1a-13.245.164.211-20240201-1813.pcap.gz,af-south-1a-13.245.164.211-20240201-1813.pcap.gz,af-south-1,13.245.164.211,600537,600509
e3/af-south-1a-13.245.164.211-20240202-1813.pcap.gz,af-south-1a-13.245.164.211-20240202-1813.pcap.gz,af-south-1,13.245.164.211,595266,595238
e3/af-south-1a-13.245.164.211-20240203-1813.pcap.gz,af-south-1a-13.245.164.211-20240203-1813.pcap.gz,af-south-1,13.245.164.211,626854,626826
e3/af-south-1a-13.245.164.211-20240204-1813.pcap.gz,af-south-1a-13.245.164.211-20240204-1813.pcap.gz,af-south-1,13.245.164.211,597874,597846
e3/af-south-1a-13.245.164.211-20240205-1813.pcap.gz,af-south-1a-13.245.164.211-20240205-1813.pcap.gz,af-south-1,13.245.164.211,552745,552717
e3/af-south-1a-13.245.164.211-20240206-1813.pcap.gz,af-south-1a-13.245.164.211-20240206-1813.pcap.gz,af-south-1,13.245.164.211,551446,551418
e3/af-south-1a-13.245.164.211-20240207-1813.pcap.gz,af-south-1a-13.245.164.211-20240207-1813.pcap.gz,af-south-1,13.245.164.211,583963,583935
e3/af-south-1a-13.245.164.211-20240208-1813.pcap.gz,af-south-1a-13.245.164.211-20240208-1813.pcap.gz,af-south-1,13.245.164.211,582482,582454
e3/af-south-1a-13.245.164.211-20240209-1813.pcap.gz,af-south-1a-13.245.164.211-20240209-1813.pcap.gz,af-south-1,13.245.164.211,607951,607923
e3/af-south-1a-13.245.164.211-20240210-1813.pcap.gz,af-south-1a-13.245.164.211-20240210-1813.pcap.gz,af-south-1,13.245.164.211,571811,571783
e3/af-south-1a-13.245.164.211-20240211-1813.pcap.gz,af-south-1a-13.245.164.211-20240211-1813.pcap.gz,af-south-1,13.245.164.211,628211,628183
e3/af-south-1a-13.245.164.211-20240212-1813.pcap.gz,af-south-1a-13.245.164.211-20240212-1813.pcap.gz,af-south-1,13.245.164.211,798290,798262
e3/af-south-1a-13.245.164.211-20240213-1813.pcap.gz,af-south-1a-13.245.164.211-20240213-1813.pcap.gz,af-south-1,13.245.164.211,989591,989563
e3/af-south-1a-13.245.164.211-20240214-1813.pcap.gz,af-south-1a-13.245.164.211-20240214-1813.pcap.gz,af-south-1,13.245.164.211,1253454,1253426
e3/af-south-1a-13.245.164.211-20240215-1813.pcap.gz,af-south-1a-13.245.164.211-20240215-1813.pcap.gz,af-south-1,13.245.164.211,798611,798583
e3/af-south-1a-13.245.164.211-20240216-1813.pcap.gz,af-south-1a-13.245.164.211-20240216-1813.pcap.gz,af-south-1,13.245.164.211,1254450,1254422
e3/af-south-1a-13.245.164.211-20240217-1814.pcap.gz,af-south-1a-13.245.164.211-20240217-1814.pcap.gz,af-south-1,13.245.164.211,667511,667483
e3/af-south-1a-13.245.164.211-20240218-1814.pcap.gz,af-south-1a-13.245.164.211-20240218-1814.pcap.gz,af-south-1,13.245.164.211,519602,519574
e3/af-south-1a-13.245.164.211-20240219-1814.pcap.gz,af-south-1a-13.245.164.211-20240219-1814.pcap.gz,af-south-1,13.245.164.211,501460,501432
e3/af-south-1a-13.245.164.211-20240220-1814.pcap.gz,af-south-1a-13.245.164.211-20240220-1814.pcap.gz,af-south-1,13.245.164.211,556844,556816
e3/af-south-1a-13.245.164.211-20240221-1814.pcap.gz,af-south-1a-13.245.164.211-20240221-1814.pcap.gz,af-south-1,13.245.164.211,554775,554747
e3/af-south-1a-13.245.164.211-20240222-1814.pcap.gz,af-south-1a-13.245.164.211-20240222-1814.pcap.gz,af-south-1,13.245.164.211,526401,526373
e3/af-south-1a-13.245.164.211-20240223-1814.pcap.gz,af-south-1a-13.245.164.211-20240223-1814.pcap.gz,af-south-1,13.245.164.211,533781,533753
e3/af-south-1a-13.245.164.211-20240224-1814.pcap.gz,af-south-1a-13.245.164.211-20240224-1814.pcap.gz,af-south-1,13.245.164.211,512256,512228
e3/af-south-1a-13.245.164.211-20240225-1814.pcap.gz,af-south-1a-13.245.164.211-20240225-1814.pcap.gz,af-south-1,13.245.164.211,542877,542849
e3/af-south-1a-13.245.164.211-20240226-1814.pcap.gz,af-south-1a-13.245.164.211-20240226-1814.pcap.gz,af-south-1,13.245.164.211,612565,612537
e3/af-south-1a-13.245.164.211-20240227-1814.pcap.gz,af-south-1a-13.245.164.211-20240227-1814.pcap.gz,af-south-1,13.245.164.211,584637,584609
e3/af-south-1a-13.245.164.211-20240228-1814.pcap.gz,af-south-1a-13.245.164.211-20240228-1814.pcap.gz,af-south-1,13.245.164.211,625933,625905
e3/af-south-1a-13.245.164.211-20240229-1814.pcap.gz,af-south-1a-13.245.164.211-20240229-1814.pcap.gz,af-south-1,13.245.164.211,577861,577833
e3/af-south-1a-13.245.164.211-20240301-1815.pcap.gz,af-south-1a-13.245.164.211-20240301-1815.pcap.gz,af-south-1,13.245.164.211,586629,586601
e3/af-south-1a-13.245.164.211-20240302-1815.pcap.gz,af-south-1a-13.245.164.211-20240302-1815.pcap.gz,af-south-1,13.245.164.211,591045,591017
e3/af-south-1a-13.245.229.73-20231217-2356.pcap.gz,af-south-1a-13.245.229.73-20231217-2356.pcap.gz,af-south-1,13.245.229.73,644612,644584
e3/af-south-1a-13.245.230.93-20231217-2356.pcap.gz,af-south-1a-13.245.230.93-20231217-2356.pcap.gz,af-south-1,13.245.230.93,583858,583830
e3/af-south-1a-13.245.82.76-20231219-2011.pcap.gz,af-south-1a-13.245.82.76-20231219-2011.pcap.gz,af-south-1,13.245.82.76,560068,560040
e3/af-south-1a-13.245.82.76-20231220-2011.pcap.gz,af-south-1a-13.245.82.76-20231220-2011.pcap.gz,af-south-1,13.245.82.76,569928,569900
e3/af-south-1a-13.246.11.214-20231221-0658.pcap.gz,af-south-1a-13.246.11.214-20231221-0658.pcap.gz,af-south-1,13.246.11.214,606819,606791
e3/af-south-1a-13.246.11.214-20231222-0658.pcap.gz,af-south-1a-13.246.11.214-20231222-0658.pcap.gz,af-south-1,13.246.11.214,632703,632675
e3/af-south-1a-13.246.11.214-20231223-0658.pcap.gz,af-south-1a-13.246.11.214-20231223-0658.pcap.gz,af-south-1,13.246.11.214,617540,617512
e3/af-south-1a-13.246.11.214-20231224-0658.pcap.gz,af-south-1a-13.246.11.214-20231224-0658.pcap.gz,af-south-1,13.246.11.214,564189,564161
e3/af-south-1a-13.246.11.214-20231225-0658.pcap.gz,af-south-1a-13.246.11.214-20231225-0658.pcap.gz,af-south-1,13.246.11.214,648817,648789
e3/af-south-1a-13.246.11.214-20231226-0658.pcap.gz,af-south-1a-13.246.11.214-20231226-0658.pcap.gz,af-south-1,13.246.11.214,625620,625592
e3/af-south-1a-13.246.11.214-20231227-0658.pcap.gz,af-south-1a-13.246.11.214-20231227-0658.pcap.gz,af-south-1,13.246.11.214,650558,650530
e3/af-south-1a-13.246.11.214-20231228-0658.pcap.gz,af-south-1a-13.246.11.214-20231228-0658.pcap.gz,af-south-1,13.246.11.214,637080,637052
e3/af-south-1a-13.246.11.214-20231229-0658.pcap.gz,af-south-1a-13.246.11.214-20231229-0658.pcap.gz,af-south-1,13.246.11.214,600280,600252
e3/af-south-1a-13.246.11.214-20231230-0658.pcap.gz,af-south-1a-13.246.11.214-20231230-0658.pcap.gz,af-south-1,13.246.11.214,612095,612067
e3/af-south-1a-13.246.11.214-20231231-0658.pcap.gz,af-south-1a-13.246.11.214-20231231-0658.pcap.gz,af-south-1,13.246.11.214,620538,620510
e3/af-south-1a-13.246.11.214-20240101-0658.pcap.gz,af-south-1a-13.246.11.214-20240101-0658.pcap.gz,af-south-1,13.246.11.214,650894,650866
e3/af-south-1a-13.246.11.214-20240102-0659.pcap.gz,af-south-1a-13.246.11.214-20240102-0659.pcap.gz,af-south-1,13.246.11.214,613031,613003
e3/af-south-1a-13.246.11.214-20240103-0659.pcap.gz,af-south-1a-13.246.11.214-20240103-0659.pcap.gz,af-south-1,13.246.11.214,608954,608926
e3/af-south-1a-13.246.11.214-20240104-0659.pcap.gz,af-south-1a-13.246.11.214-20240104-0659.pcap.gz,af-south-1,13.246.11.214,606421,606393
e3/af-south-1a-13.246.11.214-20240105-0659.pcap.gz,af-south-1a-13.246.11.214-20240105-0659.pcap.gz,af-south-1,13.246.11.214,610316,610288
e3/af-south-1a-13.246.11.214-20240106-0659.pcap.gz,af-south-1a-13.246.11.214-20240106-0659.pcap.gz,af-south-1,13.246.11.214,675516,675488
e3/af-south-1a-13.246.11.214-20240107-0659.pcap.gz,af-south-1a-13.246.11.214-20240107-0659.pcap.gz,af-south-1,13.246.11.214,592103,592075
e3/af-south-1a-13.246.11.214-20240108-0659.pcap.gz,af-south-1a-13.246.11.214-20240108-0659.pcap.gz,af-south-1,13.246.11.214,580452,580424
e3/af-south-1a-13.246.11.214-20240109-0700.pcap.gz,af-south-1a-13.246.11.214-20240109-0700.pcap.gz,af-south-1,13.246.11.214,567412,567384
e3/af-south-1a-13.246.11.214-20240110-0700.pcap.gz,af-south-1a-13.246.11.214-20240110-0700.pcap.gz,af-south-1,13.246.11.214,237520,237492
e3/af-south-1a-13.246.12.179-20231217-2356.pcap.gz,af-south-1a-13.246.12.179-20231217-2356.pcap.gz,af-south-1,13.246.12.179,595223,595195
e3/af-south-1a-13.246.42.136-20231217-2356.pcap.gz,af-south-1a-13.246.42.136-20231217-2356.pcap.gz,af-south-1,13.246.42.136,2502491,2502463
e3/af-south-1a-13.247.57.226-20231219-2011.pcap.gz,af-south-1a-13.247.57.226-20231219-2011.pcap.gz,af-south-1,13.247.57.226,633384,633356
e3/af-south-1a-13.247.57.226-20231220-2011.pcap.gz,af-south-1a-13.247.57.226-20231220-2011.pcap.gz,af-south-1,13.247.57.226,388953,388925
e3/af-south-1a-13.247.58.222-20231219-2011.pcap.gz,af-south-1a-13.247.58.222-20231219-2011.pcap.gz,af-south-1,13.247.58.222,676810,676782
e3/af-south-1a-13.247.58.222-20231220-2011.pcap.gz,af-south-1a-13.247.58.222-20231220-2011.pcap.gz,af-south-1,13.247.58.222,749836,749808
e3/af-south-1a-13.247.58.222-20231221-2011.pcap.gz,af-south-1a-13.247.58.222-20231221-2011.pcap.gz,af-south-1,13.247.58.222,796167,796139
e3/af-south-1a-13.247.58.222-20231222-2011.pcap.gz,af-south-1a-13.247.58.222-20231222-2011.pcap.gz,af-south-1,13.247.58.222,847965,847937
e3/af-south-1a-13.247.58.222-20231223-2011.pcap.gz,af-south-1a-13.247.58.222-20231223-2011.pcap.gz,af-south-1,13.247.58.222,820461,820433
e3/af-south-1a-13.247.58.222-20231224-2011.pcap.gz,af-south-1a-13.247.58.222-20231224-2011.pcap.gz,af-south-1,13.247.58.222,787600,787572
e3/af-south-1a-13.247.58.222-20231225-2011.pcap.gz,af-south-1a-13.247.58.222-20231225-2011.pcap.gz,af-south-1,13.247.58.222,935360,935332
e3/af-south-1a-13.247.58.222-20231226-2011.pcap.gz,af-south-1a-13.247.58.222-20231226-2011.pcap.gz,af-south-1,13.247.58.222,798169,798141
e3/af-south-1a-13.247.58.222-20231227-2011.pcap.gz,af-south-1a-13.247.58.222-20231227-2011.pcap.gz,af-south-1,13.247.58.222,928398,928370
e3/af-south-1a-13.247.58.222-20231228-2012.pcap.gz,af-south-1a-13.247.58.222-20231228-2012.pcap.gz,af-south-1,13.247.58.222,895941,895913
e3/af-south-1a-13.247.58.222-20231229-2012.pcap.gz,af-south-1a-13.247.58.222-20231229-2012.pcap.gz,af-south-1,13.247.58.222,982498,982470
e3/af-south-1a-13.247.58.222-20231230-2012.pcap.gz,af-south-1a-13.247.58.222-20231230-2012.pcap.gz,af-south-1,13.247.58.222,1017167,1017139
e3/af-south-1a-13.247.58.222-20231231-2012.pcap.gz,af-south-1a-13.247.58.222-20231231-2012.pcap.gz,af-south-1,13.247.58.222,929338,929310
e3/af-south-1a-13.247.58.222-20240101-2012.pcap.gz,af-south-1a-13.247.58.222-20240101-2012.pcap.gz,af-south-1,13.247.58.222,864341,864313
